word,nnn
understand,269
especially,268
taco,268
total,268
late,266
asking,265
four,265
notcoming,265
show,265
hotel,264
save,264
cream,263
either,263
notbusy,263
saturday,263
days,262
notgot,262
short,262
notover,261
portions,261
seems,261
sick,261
notway,260
notflavor,259
cheap,258
noodles,258
cut,254
dessert,254
immediately,254
notcustomer,254
notmenu,254
notuntil,253
notwaste,253
cashier,252
crab,252
notenough,252
notright,252
ridiculous,252
egg,250
excited,250
notmeal,249
nottoo,249
notexperience,248
warm,248
placed,247
amount,246
zero,246
totally,244
waste,244
real,243
eaten,242
notminutes,242
birthday,241
greasy,240
minute,240
obviously,240
plates,240
serving,240
pick,239
quickly,239
walking,239
change,238
notbefore,238
own,238
problem,238
establishment,237
potatoes,237
size,237
burgers,236
honestly,234
notbusiness,234
notordered,234
burrito,233
disappointment,233
mistake,233
notsay,233
turned,233
notgreat,232
notbeing,231
notcustomers,231
salsa,231
supposed,231
life,230
notfresh,230
spicy,229
finished,228
forever,228
raw,228
sign,228
taken,227
talking,227
yet,227
amazing,226
white,226
hair,225
leaving,225
read,225
sucks,225
although,224
anyone,224
credit,224
priced,224
across,223
lost,223
run,223
atmosphere,222
heard,222
mean,222
seat,222
clean,221
cup,221
help,221
hope,221
sent,221
together,221
notask,220
deal,219
soggy,219
sunday,219
notlocation,218
green,217
notanyone,217
notwhy,217
thru,217
stop,216
bag,215
box,215
guys,215
opened,215
somewhere,215
beans,214
hand,214
mind,214
bbq,213
elsewhere,213
expect,213
loud,213
due,212
notreturning,212
apparently,211
makes,211
plus,211
speak,211
add,210
notsaid,210
paying,210
employee,209
friday,209
knew,209
tiny,209
evening,208
happened,208
delicious,207
dont,207
none,207
giving,206
recommend,206
wow,206
burnt,205
overcooked,204
notthan,202
portion,202
etc,201
expected,201
lobster,201
notpizza,201
nothis,200
talk,200
between,199
notlong,199
notoff,199
salmon,199
garlic,198
regular,198
yourself,198
doing,197
floor,197
needless,197
notnever,197
rare,196
attention,195
enjoy,195
gets,195
notbetter,195
sour,195
cool,194
notam,194
soon,194
black,193
care,193
notthen,193
showed,192
cost,191
notdrink,191
notmanager,191
ignored,190
lack,190
main,190
notanother,190
quick,190
salt,190
patio,189
spent,189
notwho,188
offer,188
takes,188
basically,187
nasty,187
thinking,187
appetizers,186
others,186
nottry,184
standing,184
didnt,183
local,183
notmade,183
notpay,183
changed,182
dollars,182
morning,182
notcan,182
notelse,182
notwhich,182
shame,182
window,182
cash,180
live,180
young,180
greeted,179
notbelieve,179
seafood,179
stale,179
notsome,178
notwhere,178
potato,178
spot,178
checked,177
plain,177
upon,176
woman,176
write,175
five,174
notdrinks,174
ribs,174
simply,174
sub,174
months,173
notsauce,173
notsince,173
decor,172
explained,172
hate,172
oil,172
joke,171
mention,171
number,171
owners,171
believe,170
mine,170
notseem,170
notwell,170
parking,170
seen,170
tastes,170
mess,169
nottell,169
s,169
spend,169
thank,169
arrive,168
job,168
spoke,168
able,167
notbother,167
notlet,167
selection,167
stood,167
th,167
thanks,167
delivered,166
goes,166
italian,166
simple,166
dressing,165
notsuch,165
return,165
hands,164
low,164
noteating,164
notproblem,164
chance,163
music,163
notdown,163
notshould,163
crust,162
head,162
near,162
notchicken,162
returned,162
tasting,162
butter,161
pho,161
threw,161
type,161
upset,161
notunderstand,160
weird,160
nothas,159
notsomething,159
pulled,159
stomach,159
notleave,158
notwanted,158
bottle,157
dog,157
flavorless,157
french,157
missing,157
negative,157
notfirst,157
onion,157
bottom,156
mac,156
n,156
proceeded,156
based,155
hell,155
notquality,155
whatever,155
ingredients,154
las,154
notfind,154
notleft,154
sandwiches,154
single,154
vegetables,154
daughter,153
favorite,153
notprice,153
tough,153
register,152
smell,152
apologized,151
clear,151
gotten,151
menus,151
notanymore,151
notbar,151
response,151
son,151
along,150
middle,150
notput,150
set,150
treated,150
unless,150
brown,149
cake,148
crap,148
forward,148
grill,148
notcheck,148
note,148
par,148
realized,148
reservations,148
car,147
issue,147
nottold,147
notwater,147
online,147
refund,147
style,147
tomato,147
u,147
notcooked,146
bites,145
mouth,145
stuff,145
tuna,145
guests,144
notoffer,144
thin,144
watched,144
bought,143
host,143
inedible,143
notidea,143
options,143
situation,143
strip,143
added,142
entrees,142
fun,142
nearly,142
noodle,142
notaround,142
notserver,142
ran,142
workers,142
curry,141
notlonger,141
notstaff,141
ones,141
paper,141
early,140
game,140
notlook,140
notonce,140
positive,140
within,140
complete,139
hoping,139
notcheese,139
tasty,139
cafe,138
except,138
grilled,138
mentioned,138
notaway,138
refused,138
t,138
bathroom,137
notnight,137
rib,137
ten,137
combo,136
item,136
considering,135
face,135
notinto,135
coupon,134
entree,134
excuse,134
patrons,134
per,134
ahead,133
glasses,133
idea,133
nobody,133
notneed,133
onions,133
stand,133
correct,132
informed,132
seating,132
st,132
word,132
itself,131
longer,131
notstar,131
notstill,131
poisoning,131
third,131
weeks,131
worked,131
non,130
notbill,130
prepared,130
running,130
asian,129
groupon,129
notexpect,129
notwork,129
rating,129
salads,129
send,129
awesome,128
corn,128
girls,128
health,128
multiple,128
plenty,128
filled,127
normally,127
seem,127
toast,127
buy,126
liked,126
mom,126
brunch,125
club,125
notmeat,125
picked,125
turn,125
visited,125
notdinner,124
notice,124
notserve,124
nottip,124
recently,124
soda,124
stated,124
telling,124
anyway,123
chili,123
fat,123
notreviews,123
undercooked,123
website,123
choice,122
dark,122
figured,122
nothelp,122
nottook,122
sides,122
w,122
bell,121
bun,121
mostly,121
notbig,121
notwaiting,121
ruined,121
slices,121
tells,121
excellent,120
notfinish,120
nothim,120
notthing,120
notwrong,120
notyet,120
pepper,120
sucked,120
surprised,120
wall,120
watch,120
yesterday,120
experienced,119
experiences,119
grab,119
hear,119
nothalf,119
nothappy,119
notsame,119
pad,119
perhaps,119
shot,119
dried,118
driver,118
im,118
moved,118
notreview,118
notwent,118
replied,118
cause,117
girlfriend,117
hold,117
notcall,117
receipt,117
station,117
chain,116
complained,116
highly,116
mixed,116
sausage,116
trip,116
weekend,116
wtf,116
afternoon,115
below,115
booth,115
hardly,115
including,115
list,115
locations,115
lots,115
notbring,115
pass,115
refill,115
waitresses,115
beyond,114
eye,114
garbage,114
kid,114
often,114
sadly,114
truly,114
veggies,114
waiters,114
anywhere,113
bucks,113
case,113
covered,113
hit,113
notfeel,113
notmany,113
passed,113
pizzas,113
annoyed,112
chipotle,112
e,112
enjoyed,112
feeling,112
notday,112
nothorrible,112
notpaying,112
nottwo,112
notwaitress,112
remember,112
sort,112
unprofessional,112
calling,111
chewy,111
double,111
limited,111
possible,111
stick,111
fan,110
fix,110
issues,110
notreceived,110
ranch,110
receive,110
smelled,110
story,110
wonder,110
available,109
despite,109
known,109
notwhile,109
edible,108
mcdonald,108
mother,108
move,108
notgetting,108
nothot,108
notsushi,108
packed,108
toppings,108
b,107
broth,107
certainly,107
chocolate,107
plastic,107
reading,107
slice,107
turkey,107
beers,106
chose,106
orange,106
poorly,106
unacceptable,106
bartenders,105
messed,105
nothour,105
question,105
contact,104
dropped,104
handed,104
month,104
nachos,104
notserved,104
seeing,104
shop,104
yuck,104
deep,103
happen,103
mushy,103
option,103
previous,103
skip,103
tomatoes,103
using,103
baked,102
city,102
included,102
notdeal,102
notrude,102
notstars,102
prime,102
straight,102
thick,102
yeah,102
baby,101
choices,101
crappy,101
general,101
guacamole,101
joint,101
nor,101
notcharge,101
notimpressed,101
pre,101
ramen,101
requested,101
sashimi,101
bunch,100
burned,100
duck,100
exactly,100
fair,100
god,100
mushrooms,100
nope,100
notready,100
share,100
veggie,100
company,99
continued,99
craving,99
drove,99
flag,99
juice,99
knows,99
light,99
notmatter,99
notopen,99
original,99
shocked,99
trash,99
broccoli,98
costs,98
forget,98
indian,98
nd,98
neither,98
notable,98
notfree,98
notmind,98
notnow,98
talked,98
apology,97
conversation,97
easy,97
industry,97
loved,97
nottasted,97
additional,96
bf,96
closing,96
cooking,96
kidding,96
lol,96
moment,96
pie,96
security,96
stuck,96
throw,96
world,96
writing,96
corner,95
date,95
dead,95
doubt,95
eventually,95
explain,95
grease,95
japanese,95
notfriendly,95
notperson,95
notuse,95
o,95
wrap,95
alone,94
f,94
finish,94
margarita,94
notactually,94
nottables,94
notunless,94
sometimes,94
ass,93
basic,93
began,93
guest,93
mix,93
notclose,93
nothaving,93
notthough,93
starving,93
treat,93
iced,92
id,92
notdone,92
notestablishment,92
notordering,92
notseen,92
notsit,92
promptly,92
blah,91
choose,91
dip,91
eyes,91
ketchup,91
notnew,91
notnext,91
slightly,91
visiting,91
authentic,90
blue,90
boy,90
complain,90
desserts,90
gravy,90
incredibly,90
king,90
notdish,90
recommended,90
refills,90
scottsdale,90
spring,90
flat,89
higher,89
notfull,89
notleast,89
notterrible,89
shit,89
soft,89
tv,89
anyways,88
appeared,88
confused,88
expecting,88
female,88
grabbed,88
m,88
mashed,88
notburger,88
notlast,88
notreason,88
pleasant,88
school,88
agreed,87
gift,87
impressed,87
machine,87
notavailable,87
odd,87
playing,87
alright,86
american,86
calamari,86
cooks,86
desk,86
dine,86
filthy,86
luck,86
ourselves,86
p,86
road,86
rush,86
tortilla,86
crazy,85
email,85
hey,85
normal,85
pointed,85
separate,85
tofu,85
watching,85
bean,84
casino,84
crispy,84
damn,84
notname,84
notsomeone,84
pancakes,84
polite,84
specials,84
stupid,84
system,84
uncomfortable,84
caesar,83
funny,83
level,83
notchange,83
notoffered,83
notthese,83
notworking,83
smaller,83
takeout,83
usual,83
watery,83
foods,82
fruit,82
gratuity,82
notdoing,82
picture,82
rudely,82
seats,82
wonderful,82
break,81
dollar,81
downhill,81
heat,81
hung,81
lacking,81
mayo,81
milk,81
notkind,81
notlittle,81
notseated,81
split,81
sticky,81
vegetarian,81
actual,80
ayce,80
miss,80
napkins,80
notclean,80
notenjoy,80
notphone,80
notspeak,80
nottrying,80
putting,80
sauces,80
section,80
apart,79
co,79
cups,79
deliver,79
difficult,79
lacked,79
margaritas,79
microwave,79
notwaiter,79
rolled,79
standard,79
stayed,79
walks,79
ambiance,78
comment,78
english,78
hire,78
hole,78
means,78
nearby,78
notbest,78
notcard,78
notdoes,78
notfish,78
notless,78
notline,78
notlooking,78
notrice,78
notstay,78
onto,78
opening,78
posted,78
rip,78
words,78
airport,77
gentleman,77
mcdonalds,77
monday,77
notapologize,77
notcalled,77
notextra,77
notkitchen,77
possibly,77
round,77
rubbery,77
steaks,77
ugh,77
coke,76
hash,76
korean,76
lamb,76
nothappened,76
nothear,76
notlunch,76
notvisit,76
notwithout,76
politely,76
prior,76
request,76
worker,76
absolute,75
c,75
disaster,75
downtown,75
fail,75
folks,75
notcold,75
notorders,75
notthrough,75
nottried,75
phoenix,75
play,75
rd,75
rock,75
texture,75
update,75
variety,75
vegan,75
annoying,74
attentive,74
beware,74
broken,74
california,74
container,74
driving,74
expectations,74
noteverything,74
notlife,74
problems,74
space,74
tempura,74
approached,73
boring,73
canned,73
kinda,73
notfries,73
notmention,73
pot,73
staying,73
thats,73
tips,73
wont,73
angry,72
btw,72
chefs,72
cover,72
discount,72
drunk,72
earlier,72
gives,72
legs,72
notcomplain,72
notplate,72
notsalad,72
notsandwich,72
opinion,72
pathetic,72
rings,72
serious,72
suggest,72
above,71
desert,71
favor,71
honest,71
located,71
matter,71
notapology,71
notgiven,71
notroom,71
notsteak,71
notwalked,71
oz,71
park,71
realize,71
surprise,71
toronto,71
value,71
wasnt,71
cocktail,70
disgusted,70
fairly,70
final,70
further,70
hopes,70
notbrought,70
notissue,70
notits,70
notnor,70
notside,70
otherwise,70
peppers,70
pissed,70
sister,70
smile,70
strange,70
view,70
beautiful,69
cards,69
corporate,69
decide,69
dough,69
easily,69
glad,69
hill,69
notbuffet,69
notdeserve,69
nothigh,69
notkeep,69
notlot,69
notpoint,69
notproperly,69
omg,69
shut,69
waffles,69
wet,69
advised,68
answer,68
chairs,68
cheaper,68
checking,68
fill,68
greek,68
grocery,68
ill,68
likely,68
managed,68
notchance,68
notnothing,68
notold,68
notwaited,68
pita,68
pricey,68
removed,68
smoke,68
speaking,68
typical,68
valley,68
wasted,68
watered,68
asks,67
continue,67
diner,67
failed,67
gluten,67
hopefully,67
hubby,67
imagine,67
mad,67
meh,67
notfront,67
nothard,67
notpaid,67
notused,67
overly,67
similar,67
six,67
tab,67
thrown,67
waffle,67
awhile,66
disappeared,66
event,66
insisted,66
ladies,66
lazy,66
notcook,66
notspecial,66
notword,66
notwrite,66
parties,66
pull,66
restroom,66
roast,66
suppose,66
themselves,66
towards,66
vegetable,66
wanting,66
center,65
children,65
doors,65
everywhere,65
ham,65
impression,65
noteaten,65
notgave,65
notpoor,65
notreal,65
notremember,65
nottreated,65
notworst,65
rushed,65
seasoning,65
spaghetti,65
step,65
teriyaki,65
willing,65
against,64
answered,64
apologize,64
begin,64
brisket,64
charging,64
chatting,64
crowd,64
crowded,64
fishy,64
gonna,64
hello,64
helped,64
important,64
lemon,64
managers,64
met,64
notarrived,64
notfound,64
notparty,64
notrefill,64
notsick,64
nottaking,64
oven,64
perfect,64
sticks,64
tax,64
throwing,64
till,64
wants,64
acted,63
asada,63
avocado,63
buffalo,63
fake,63
fault,63
filet,63
fork,63
ground,63
la,63
missed,63
neighborhood,63
notattitude,63
nothome,63
patty,63
presentation,63
sum,63
throughout,63
training,63
whether,63
x,63
cheesecake,62
dim,62
hanging,62
law,62
learned,62
lived,62
notfault,62
notfew,62
notmost,62
notowner,62
notplaces,62
notsoup,62
nottop,62
notwalk,62
post,62
recent,62
repeat,62
subway,62
visits,62
yelling,62
bone,61
concept,61
drop,61
forced,61
notcase,61
notdue,61
noteveryone,61
notfriends,61
notown,61
notsoon,61
notthose,61
professional,61
rate,61
reminded,61
screw,61
seconds,61
spending,61
wrote,61
advice,60
bagel,60
carrots,60
charges,60
chicago,60
compared,60
heck,60
notdining,60
notemployees,60
notempty,60
notnice,60
notsense,60
notvegas,60
older,60
oysters,60
parents,60
straw,60
ticket,60
true,60
trust,60
turns,60
unfriendly,60
app,59
cleaning,59
crunchy,59
d,59
dude,59
fee,59
fell,59
generally,59
horrendous,59
lucky,59
member,59
miles,59
mushroom,59
notalso,59
notanswer,59
notgiving,59
notsaying,59
notsmall,59
nottimes,59
oily,59
pepperoni,59
pink,59
pool,59
sense,59
somewhat,59
spinach,59
steakhouse,59
act,58
became,58
biscuits,58
brother,58
burritos,58
carne,58
checks,58
dad,58
declined,58
future,58
hamburger,58
happens,58
male,58
mall,58
notalready,58
notbread,58
notcharged,58
notitems,58
notsecond,58
nowhere,58
office,58
olive,58
pictures,58
poured,58
responded,58
silverware,58
specifically,58
sugar,58
syrup,58
tender,58
addition,57
air,57
bars,57
bringing,57
dogs,57
embarrassed,57
feet,57
incorrect,57
l,57
lousy,57
microwaved,57
notcut,57
notthought,57
notwhole,57
reasonable,57
self,57
spit,57
temperature,57
tuesday,57
vietnamese,57
wrapped,57
assume,56
balls,56
bloody,56
brings,56
complaining,56
fry,56
grand,56
mood,56
mussels,56
notattention,56
notheard,56
notmexican,56
notsaw,56
notseat,56
notsitting,56
notspend,56
nottype,56
notwo,56
partner,56
quesadilla,56
serves,56
shows,56
soy,56
spoon,56
subpar,56
waters,56
acknowledged,55
awkward,55
biggest,55
buffets,55
certain,55
color,55
fancy,55
freezer,55
meatballs,55
nights,55
notarea,55
notdisappointed,55
notdoor,55
notend,55
nothours,55
notjob,55
notmaking,55
notmyself,55
notsign,55
obvious,55
reserved,55
sliced,55
smoothie,55
spice,55
tap,55
terribly,55
thursday,55
address,54
appetite,54
bills,54
cardboard,54
child,54
cuisine,54
don,54
fatty,54
fire,54
impossible,54
meet,54
notfact,54
notfast,54
notlater,54
notlooked,54
notoption,54
nottalking,54
particular,54
prefer,54
purchased,54
returning,54
tipped,54
tired,54
unfortunate,54
unhappy,54
band,53
beginning,53
bowls,53
charlotte,53
complaint,53
country,53
crepe,53
exact,53
express,53
figure,53
learn,53
major,53
meats,53
notmanagement,53
notsalt,53
notserving,53
platter,53
potential,53
pub,53
ridiculously,53
shared,53
somehow,53
sounded,53
state,53
suggested,53
unpleasant,53
account,52
acknowledge,52
apologetic,52
attempt,52
besides,52
cant,52
cents,52
com,52
department,52
difference,52
entered,52
example,52
garden,52
headed,52
interesting,52
leaves,52
notallowed,52
notcorrect,52
notdrive,52
notentire,52
notkids,52
notshow,52
notsupposed,52
notyelp,52
numerous,52
occasions,52
ours,52
tossed,52
yelled,52
advance,51
allowed,51
bakery,51
book,51
breast,51
chair,51
cute,51
effort,51
fixed,51
flies,51
frustrated,51
honey,51
named,51
news,51
notalmost,51
notcompletely,51
notdeliver,51
notstop,51
notunder,51
rooms,51
screwed,51
seasoned,51
shredded,51
states,51
tortillas,51
trouble,51
wondering,51
works,51
anymore,50
arrival,50
aside,50
boxes,50
building,50
cancel,50
class,50
consider,50
dumplings,50
finding,50
handle,50
heated,50
mistakes,50
mozzarella,50
notca,50
notneeded,50
notprices,50
notreceive,50
notrun,50
notstore,50
practically,50
replaced,50
spilled,50
starting,50
suck,50
west,50
women,50
boiled,49
bottles,49
bug,49
chopped,49
closer,49
coleslaw,49
ginger,49
jack,49
luke,49
lukewarm,49
market,49
message,49
nicely,49
notalways,49
notbeef,49
notduring,49
notgreeted,49
nothungry,49
notinstead,49
notmean,49
notoptions,49
policy,49
product,49
safe,49
shell,49
shortly,49
slaw,49
smells,49
wing,49
arizona,48
bathrooms,48
cocktails,48
comp,48
confirmed,48
de,48
dozen,48
drinking,48
enchiladas,48
forgotten,48
fucking,48
greens,48
heavy,48
helping,48
hype,48
lame,48
moving,48
mustard,48
notbeer,48
nothappen,48
notinside,48
notpick,48
notrestaurants,48
offering,48
panda,48
personally,48
philly,48
pickles,48
process,48
provide,48
reply,48
scallops,48
sloppy,48
sold,48
strong,48
toilet,48
tone,48
touch,48
agree,47
bagels,47
board,47
cakes,47
chunks,47
cleveland,47
consisted,47
consistently,47
directly,47
dump,47
entrance,47
fingers,47
helpful,47
lose,47
lower,47
members,47
notchinese,47
notcoffee,47
notcredit,47
notpast,47
notpretty,47
notsat,47
notset,47
nottalk,47
notyears,47
pittsburgh,47
prepare,47
questions,47
shake,47
tray,47
assured,46
atrocious,46
become,46
cheeseburger,46
constantly,46
deli,46
flavors,46
flavour,46
generous,46
giant,46
ignore,46
inspection,46
lesson,46
living,46
miso,46
notamount,46
notbreakfast,46
notdishes,46
notfinished,46
notfried,46
notglass,46
nothouse,46
notrealize,46
notstarted,46
reheated,46
rotten,46
saving,46
shitty,46
voice,46
wearing,46
aware,45
basket,45
bits,45
cars,45
catch,45
chances,45
el,45
fantastic,45
filling,45
frequent,45
games,45
himself,45
hurry,45
lights,45
names,45
notate,45
notclue,45
notcounter,45
notdifferent,45
notthings,45
notwine,45
ny,45
overrated,45
pop,45
recommendation,45
steamed,45
summer,45
um,45
waitstaff,45
warning,45
written,45
apps,44
benedict,44
bigger,44
bother,44
bright,44
browns,44
cafeteria,44
christmas,44
coworkers,44
deserves,44
fajitas,44
healthy,44
insult,44
knowing,44
meant,44
north,44
notanywhere,44
notbit,44
notevery,44
notfelt,44
nothostess,44
notpart,44
notquite,44
notrefund,44
notsingle,44
notspicy,44
nottill,44
nottogether,44
notwarm,44
plan,44
pour,44
quantity,44
ripped,44
rubber,44
sliders,44
smoked,44
soaked,44
stuffed,44
wedding,44
afterwards,43
appreciate,43
caught,43
cleaned,43
control,43
denny,43
dined,43
east,43
following,43
gas,43
groups,43
ignoring,43
island,43
lets,43
listed,43
luckily,43
napkin,43
notallow,43
notchoice,43
notfamily,43
notgroup,43
notresponse,43
notsmile,43
notsorry,43
nottaken,43
nottoday,43
previously,43
regret,43
setting,43
signs,43
strike,43
yellow,43
ball,42
bitter,42
broke,42
calls,42
chop,42
claimed,42
decision,42
environment,42
fridge,42
hearing,42
homemade,42
larger,42
loyal,42
notbite,42
notbothered,42
notcheap,42
notchecked,42
notchef,42
notdecided,42
noteach,42
notenglish,42
notexcuse,42
notexperienced,42
notfinally,42
notlack,42
notok,42
notplates,42
notreservation,42
notrest,42
notwhatsoever,42
omelet,42
parmesan,42
pile,42
private,42
properly,42
regulars,42
remove,42
risotto,42
sake,42
strawberry,42
thinks,42
alcohol,41
bare,41
closest,41
college,41
comped,41
concerned,41
crisp,41
debit,41
dive,41
fianc,41
floors,41
information,41
lovely,41
manner,41
med,41
notacknowledge,41
notadd,41
notasking,41
notbartender,41
notexpecting,41
notfan,41
notrefills,41
notseemed,41
owned,41
pricing,41
reasons,41
regardless,41
risk,41
sized,41
skin,41
square,41
support,41
swimming,41
tempe,41
tries,41
twenty,41
typically,41
unable,41
utensils,41
wednesday,41
welcome,41
wilted,41
admit,40
advertised,40
apologies,40
cabbage,40
comments,40
common,40
condescending,40
contacted,40
correctly,40
disrespectful,40
earned,40
enjoying,40
error,40
existent,40
hang,40
hut,40
inform,40
notcooking,40
notdelivery,40
notfix,40
nothandle,40
notmess,40
notseasoning,40
notstand,40
personal,40
planning,40
popular,40
rudest,40
salted,40
sounds,40
sports,40
topped,40
unbelievable,40
apple,39
argue,39
assumed,39
basil,39
batter,39
booked,39
boss,39
buns,39
diet,39
feels,39
fiance,39
frustrating,39
gm,39
gyro,39
holiday,39
listen,39
